"X.x","well","measure_date","napon_ab","napon_bc","napon_ca","elektricna_struja_fazaa","elektricna_struja_fazab","elektricna_struja_fazac","koeficijent_kapaciteta","frekvencija","radno_opterecenje","aktivna_snaga","pritisak_na_prijemu_pumpe","temperatura_motora","temperatura_u_busotini","X.y","esp_type","date_time","label","napon_change","struja_change","frekvencija_change","pritisak_change","temperatura_motora_change","temperatura_busotine_change"
103410,"well_1",2020-09-26 16:39:29,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103411,"well_1",2020-09-26 16:39:56,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103412,"well_1",2020-09-26 16:40:28,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103413,"well_1",2020-09-26 16:40:49,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103414,"well_1",2020-09-26 16:41:00,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103415,"well_1",2020-09-26 16:41:15,375,401,389,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103416,"well_1",2020-09-26 16:41:26,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",15,0,0,0,0,0
103417,"well_1",2020-09-26 16:41:58,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103418,"well_1",2020-09-26 16:42:25,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103419,"well_1",2020-09-26 16:43:01,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103420,"well_1",2020-09-26 16:43:17,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103421,"well_1",2020-09-26 16:43:28,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103422,"well_1",2020-09-26 16:43:39,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103423,"well_1",2020-09-26 16:44:11,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103424,"well_1",2020-09-26 16:44:22,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103425,"well_1",2020-09-26 16:44:30,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103426,"well_1",2020-09-26 16:44:46,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103427,"well_1",2020-09-26 16:45:29,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103428,"well_1",2020-09-26 16:45:46,390,396,390,13,14,14,94,47,53,26,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103429,"well_1",2020-09-26 18:16:33,397,403,397,15,16,16,92,47,59,31,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",7,2,0,0,0,0
103430,"well_1",2020-09-26 18:56:39,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",-22,-1,0,0,0,0
103431,"well_1",2020-09-26 18:56:55,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103432,"well_1",2020-09-26 18:57:17,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103433,"well_1",2020-09-26 18:57:33,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103434,"well_1",2020-09-26 18:57:54,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103435,"well_1",2020-09-26 18:58:05,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103436,"well_1",2020-09-26 18:58:16,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103437,"well_1",2020-09-26 18:58:43,375,403,394,14,15,15,93,47,56,28,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103438,"well_1",2020-09-26 20:16:29,377,403,392,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",2,0,0,0,0,0
103439,"well_1",2020-09-26 20:17:11,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",3,0,0,0,0,0
103440,"well_1",2020-09-26 20:17:22,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103441,"well_1",2020-09-26 20:17:59,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103442,"well_1",2020-09-26 20:18:15,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103443,"well_1",2020-09-26 20:18:26,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103444,"well_1",2020-09-26 20:19:19,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103445,"well_1",2020-09-26 20:19:45,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103446,"well_1",2020-09-26 20:20:01,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103447,"well_1",2020-09-26 20:20:17,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103448,"well_1",2020-09-26 20:20:33,380,408,397,14,14,14,93,47,54,27,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103449,"well_1",2020-09-27 09:36:36,382,410,397,15,15,15,93,47,57,29,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",2,1,0,0,0,0
103450,"well_1",2020-09-27 09:37:32,382,410,397,15,15,15,93,47,57,29,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
103451,"well_1",2020-09-27 09:38:22,382,410,397,15,15,15,93,47,57,29,81,125,125,1,"5-30-2250",2020-10-04,"Mehanicke primese",0,0,0,0,0,0
155815,"well_1",2021-11-23 07:30:00,398,396,396,0,0,0,0,0,0,0,5,120,119,2,"5-30-2100",2021-12-20,"Talozenje kamenca",0,0,0,0,0,0
172426,"well_1",2021-12-07 13:50:20,398,397,397,0,0,0,0,0,0,0,3.64,118,118,2,"5-30-2100",2021-12-20,"Talozenje kamenca",-2,0,0,0.0100000000000002,0,0
237962,"well_3",2022-12-08 08:09:57,423,423,422,0,0,0,0,0,0,0,151.7,132,131,4,"5-30-950",2023-01-04,"Talozenje kamenca",0,0,0,0,0,0
243957,"well_3",2022-12-12 08:21:44,410,406,413,11,10,10,51,56,43,18,125.26,122,120,4,"5-30-950",2023-01-04,"Talozenje kamenca",1,1,0,-0.019999999999996,0,0
251433,"well_3",2022-12-17 18:57:15,396,394,398,12,12,12,59,58,55,25,135.6,121,119,4,"5-30-950",2023-01-04,"Talozenje kamenca",-24,12,58,-0.900000000000006,0,-1
251488,"well_3",2022-12-17 23:56:06,397,396,399,11,12,12,56,58,53,23,135.77,118,117,4,"5-30-950",2023-01-04,"Talozenje kamenca",-21,11,58,-0.679999999999978,-1,-1
251489,"well_3",2022-12-18 00:01:13,397,396,399,11,12,12,56,58,53,23,135.77,118,117,4,"5-30-950",2023-01-04,"Talozenje kamenca",0,0,0,0,0,0
255045,"well_3",2022-12-20 15:38:12,400,399,402,11,12,12,56,58,52,23,136.92,116,115,4,"5-30-950",2023-01-04,"Talozenje kamenca",-18,11,58,0.119999999999976,-1,-1
265881,"well_3",2022-12-28 00:58:01,419,419,419,0,0,0,0,0,0,0,134.38,117,116,4,"5-30-950",2023-01-04,"Talozenje kamenca",12,-11,-58,0.0699999999999932,1,1
282738,"well_4",2024-01-14 22:40:43,416,416,415,19,20,19,89,54,71,41,16,126,126,5,"5-30-1900",2024-02-06,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
286722,"well_4",2024-01-26 20:02:05,410,410,408,0,0,0,100,0,0,0,16,127,126,5,"5-30-1900",2024-02-06,"Nehermeticnost kompozicije tubinga",2,-20,-54,0,0,0
288371,"well_4",2024-01-31 12:24:21,403,404,401,18,18,18,89,54,65,37,40,133,133,5,"5-30-1900",2024-02-06,"Nehermeticnost kompozicije tubinga",-5,18,54,0,0,0
329064,"well_5",2024-02-27 15:02:56,397,396,396,18,18,18,66,48,54,19,16.06,99.1,98.1,6,"5-30-1400",2024-03-22,"Mehanicke primese",1,-1,-2.6,-0.0199999999999996,-0.400000000000006,-0.400000000000006
331604,"well_5",2024-03-03 12:47:26,392,390,392,17,17,17,62,48.9,47,23,15.93,99.5,99.3,6,"5-30-1400",2024-03-22,"Mehanicke primese",8,-3,-3,-0.0199999999999996,0.200000000000003,0.200000000000003
338894,"well_5",2024-03-13 23:37:00,384,380,382,19,19,19,68,50.5,58,23,15.39,99,98.6,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
341690,"well_5",2024-03-19 03:29:55,389,389,390,0,0,0,100,0,0,0,25.24,93.4,93,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
342097,"well_5",2024-03-20 19:28:04,389,389,390,0,0,0,100,0,0,0,31.53,94,93.5,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
342483,"well_5",2024-03-21 20:54:59,397,399,399,0,0,0,100,0,0,0,48.79,85.6,85.8,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
342484,"well_5",2024-03-21 20:57:29,399,397,399,0,0,0,100,0,0,0,48.73,85.7,85.9,6,"5-30-1400",2024-03-22,"Mehanicke primese",2,0,0,-0.0600000000000023,0.100000000000009,0.100000000000009
342491,"well_5",2024-03-21 21:16:36,390,387,387,0,0,0,100,0,0,0,48.58,86,86.2,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
342527,"well_5",2024-03-21 23:12:05,401,404,403,0,0,0,100,0,0,0,47.73,87.8,87.7,6,"5-30-1400",2024-03-22,"Mehanicke primese",0,0,0,0,0,0
366541,"well_6",2023-05-25 02:09:10,371,373,370,24,24,24,66,47,51,18,10.91,101,101,7,"5-30-1600",2023-06-11,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
366568,"well_6",2023-05-25 03:24:12,374,377,374,24,24,24,65,47,50,18,10.92,101,101,7,"5-30-1600",2023-06-11,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
366668,"well_6",2023-05-25 08:12:30,379,381,379,24,24,24,66,47,51,19,10.96,101,101,7,"5-30-1600",2023-06-11,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
366708,"well_6",2023-05-25 11:16:20,380,381,379,24,24,24,65,47,50,18,11.19,101,101,7,"5-30-1600",2023-06-11,"Nehermeticnost kompozicije tubinga",5,-1,0,0.0199999999999996,-1,0
366709,"well_6",2023-05-25 11:18:08,380,381,379,24,24,24,65,47,50,18,11.19,101,101,7,"5-30-1600",2023-06-11,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
413497,"well_8",2020-11-08 04:11:10,399,399,397,9,9,9,98,35,38,13,138,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",2,9,35,2,-1,-1
413622,"well_8",2020-11-08 11:06:40,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413623,"well_8",2020-11-08 11:09:26,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413624,"well_8",2020-11-08 11:09:53,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413625,"well_8",2020-11-08 11:11:18,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413626,"well_8",2020-11-08 11:12:17,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413627,"well_8",2020-11-08 11:14:04,396,396,394,0,0,0,100,0,0,0,144,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413630,"well_8",2020-11-08 11:18:15,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413631,"well_8",2020-11-08 11:22:15,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413632,"well_8",2020-11-08 11:23:14,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413633,"well_8",2020-11-08 11:23:51,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413634,"well_8",2020-11-08 11:26:04,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413635,"well_8",2020-11-08 11:30:37,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413636,"well_8",2020-11-08 11:31:04,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413637,"well_8",2020-11-08 11:31:47,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413638,"well_8",2020-11-08 11:32:51,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413639,"well_8",2020-11-08 11:33:23,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413640,"well_8",2020-11-08 11:35:16,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413641,"well_8",2020-11-08 11:35:27,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413642,"well_8",2020-11-08 11:35:54,396,396,394,0,0,0,100,0,0,0,144,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413653,"well_8",2020-11-08 11:43:01,399,399,396,9,10,9,98,35,39,14,146,133,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413654,"well_8",2020-11-08 11:43:12,399,399,396,9,10,9,98,35,39,13,146,133,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413658,"well_8",2020-11-08 11:44:38,399,399,396,9,9,9,98,35,37,12,146,133,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413659,"well_8",2020-11-08 11:44:49,399,399,396,9,9,9,98,35,37,12,146,133,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413664,"well_8",2020-11-08 11:48:34,399,399,396,9,9,9,98,35.5,37,13,146,133,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413696,"well_8",2020-11-08 12:05:25,399,399,396,10,10,10,98,36.5,41,15,145,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413705,"well_8",2020-11-08 12:08:53,399,399,396,10,10,10,98,36.5,42,14,145,134,134,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413753,"well_8",2020-11-08 12:27:31,399,399,394,10,10,10,98,37,41,15,145,135,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413806,"well_8",2020-11-08 12:49:15,399,399,394,10,10,10,98,37,42,14,145,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413872,"well_8",2020-11-08 13:32:27,396,397,394,10,11,10,98,38,44,16,144,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413884,"well_8",2020-11-08 13:41:12,396,397,394,10,11,10,97,38,43,16,144,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,-1,0,0,0,0
413891,"well_8",2020-11-08 13:46:09,396,397,394,10,11,10,97,38,43,16,144,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413909,"well_8",2020-11-08 14:05:08,396,397,394,10,11,10,97,38,43,16,144,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413927,"well_8",2020-11-08 14:20:09,396,397,394,11,11,10,97,38,44,16,144,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413941,"well_8",2020-11-08 14:30:04,396,397,394,11,11,11,97,38,44,16,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413954,"well_8",2020-11-08 14:35:00,396,397,394,12,12,12,98,38,50,19,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413974,"well_8",2020-11-08 14:50:05,396,397,394,11,11,11,98,38,46,17,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413979,"well_8",2020-11-08 14:53:50,396,397,394,10,11,10,98,38,44,17,143,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
413999,"well_8",2020-11-08 15:08:03,396,397,394,11,12,11,98,38,47,17,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414010,"well_8",2020-11-08 15:16:09,396,397,394,11,11,11,98,38,45,17,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414022,"well_8",2020-11-08 15:19:54,396,397,394,10,11,10,98,38,44,17,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,-1,0,0,0,0
414044,"well_8",2020-11-08 15:31:09,396,397,394,11,11,11,98,38,45,17,143,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414085,"well_8",2020-11-08 16:08:42,396,397,394,11,11,11,98,38,45,17,141,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414098,"well_8",2020-11-08 16:19:04,396,397,394,11,12,11,98,38,46,17,140,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414107,"well_8",2020-11-08 16:24:16,397,397,394,11,12,11,98,38,48,17,140,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
414108,"well_8",2020-11-08 16:25:05,397,397,394,11,12,11,98,38,48,17,140,136,135,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
416864,"well_8",2020-11-11 11:27:37,397,396,394,0,0,0,100,0,0,0,138,132,132,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
416865,"well_8",2020-11-11 11:29:13,397,396,394,0,0,0,100,0,0,0,138,132,132,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
416874,"well_8",2020-11-11 12:51:21,397,396,394,0,0,0,100,0,0,0,140,132,131,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417455,"well_8",2020-11-12 09:25:03,396,396,394,0,0,0,100,0,0,0,139,132,132,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417482,"well_8",2020-11-12 17:23:20,396,396,394,0,0,0,100,0,0,0,148,131,131,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417483,"well_8",2020-11-12 17:44:40,396,396,394,0,0,0,100,0,0,0,148,131,131,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417484,"well_8",2020-11-12 18:02:13,396,396,394,0,0,0,100,0,0,0,148,131,131,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417490,"well_8",2020-11-12 18:20:06,396,396,394,0,0,0,100,0,0,0,149,131,130,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417500,"well_8",2020-11-12 21:53:13,396,396,394,0,0,0,100,0,0,0,151,131,130,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417882,"well_8",2020-11-13 16:40:10,396,396,392,0,0,0,100,0,0,0,143,134,133,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
417883,"well_8",2020-11-16 09:45:38,397,396,394,0,0,0,100,0,0,0,159,130,130,10,"5-30-2100",2020-12-06,"Mehanicke primese",1,0,0,16,-4,-3
417886,"well_8",2020-11-16 10:10:41,397,396,394,0,0,0,100,0,0,0,160,130,130,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418039,"well_8",2020-11-16 18:53:39,396,396,394,0,0,0,100,0,0,0,179,137,137,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418040,"well_8",2020-11-16 18:56:00,396,396,394,0,0,0,100,0,0,0,179,137,137,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418041,"well_8",2020-11-16 19:06:55,396,396,394,0,0,0,100,0,0,0,179,137,137,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418042,"well_8",2020-11-16 19:08:06,396,396,394,0,0,0,100,0,0,0,179,137,137,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418046,"well_8",2020-11-16 20:22:14,396,396,394,0,0,0,100,0,0,0,178,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
418047,"well_8",2020-11-16 20:27:35,396,396,394,0,0,0,100,0,0,0,178,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
419542,"well_8",2020-11-18 14:09:52,399,399,396,10,10,10,98,48,41,19,153,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
419543,"well_8",2020-11-18 15:13:11,399,399,396,10,10,10,98,48,42,19,152,136,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,-1,0,0
419544,"well_8",2020-11-18 15:22:41,399,399,396,10,10,10,98,48,42,19,152,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,1,0
419548,"well_8",2020-11-18 15:31:16,399,399,396,10,10,10,98,48,42,19,152,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
419591,"well_8",2020-11-18 16:39:30,399,399,396,11,11,10,98,49,44,20,152,137,136,10,"5-30-2100",2020-12-06,"Mehanicke primese",0,0,0,0,0,0
510424,"well_8",2021-12-07 11:12:55,400,401,401,0,0,0,0,0,0,0,10.04,110,108,9,"5-50-2100",2021-12-28,"Mehanicke primese",0,0,0,0,0,0
510425,"well_8",2021-12-07 12:07:35,394,395,395,19,18,19,56,22,21,17,0,0,0,9,"5-50-2100",2021-12-28,"Mehanicke primese",-6,19,22,-10.04,-110,-108
548996,"well_9",2020-09-19 07:27:15,401,401,397,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
551878,"well_9",2020-09-24 13:54:30,375,375,370,0,0,0,100,0,0,0,28,128,123,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",-21,0,0,6,-3,-1
553016,"well_9",2020-09-26 13:24:01,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553017,"well_9",2020-09-26 13:24:12,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553018,"well_9",2020-09-26 13:24:22,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553019,"well_9",2020-09-26 13:24:33,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553020,"well_9",2020-09-26 13:24:55,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553021,"well_9",2020-09-26 13:25:11,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553022,"well_9",2020-09-26 13:25:43,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553023,"well_9",2020-09-26 13:25:59,399,399,397,0,0,0,100,0,0,0,22,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553024,"well_9",2020-09-26 13:26:42,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,-1,1
553025,"well_9",2020-09-26 13:27:03,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553026,"well_9",2020-09-26 13:27:11,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553027,"well_9",2020-09-26 13:27:36,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553028,"well_9",2020-09-26 13:27:47,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553029,"well_9",2020-09-26 13:29:02,399,399,397,0,0,0,100,0,0,0,22,131,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
